Id;Title;Year;Budget;UnivName;UnivZIP;State
1500004;EAGER: NeTS: Pilot Studies on Proximity for Taming the Wireless Data Tsunami;2015;49467.0;University of Notre Dame;465565708;IN
1500007;EAGER: Novel photoacoustic sensor using piezoresistive GaN microcantilever;2014;151149.0;Clemson University;296340001;SC
1500024;EAGER: Systematic and Scalable Testing of Concurrent Software in the Cloud;2015;54202.0;Virginia Polytechnic Institute and State University;240610001;VA
1500031;Birational Geometry of Moduli Spaces and Bridgeland Stability;2015;103918.0;University of Illinois at Chicago;606124305;IL
1500033;SaTC-EDU: EAGER: INCUBATE - INjecting and assessing Cybersecurity edUcation with little internal suBject mATter Expertise;2015;197698.0;Le Moyne College;132141301;NY
1500034;Simple groups, representations, and related topics;2015;22900.0;University of Oregon Eugene;974035219;OR
1500035;Free Gibbs States: Von Neumann Algebras, Random Matrices, and Subfactors;2015;280000.0;University of California-Los Angeles;900951406;CA
1500039;SaTC-EDU: EAGER: Enhancing Cybersecurity Education through Peer Review;2015;229280.0;Worcester Polytechnic Institute;016092247;MA
1500041;Intermittency and Ion Heating in Reduced Magnetohydrodynamic Turbulence;2015;280000.0;University of New Hampshire;038243585;NH
1500046;SaTC-EDU: EAGER Enhancing Cybersecurity Education Through a Representational Fluency Model;2015;299376.0;Purdue University;479072114;IN
1500050;Combinatorial representation theory applied to Schubert calculus and Markov chains;2015;150000.0;University of California-Davis;956186134;CA
1500052;SaTC-EDU: EAGER: Transforming Usable Security and Privacy Education;2015;194439.0;University of North Carolina at Charlotte;282230001;NC
1500055;SaTC-EDU: EAGER: CFEAR: Cyber Forensics Education via Augmented Reality;2015;299943.0;Metropolitan State University;551065000;MN
1500067;Conference on Multiscale Modeling with Partial Differential Equations in Computational Science and Engineering;2015;10590.0;Grand Valley State University;494019401;MI
1500069;Interactions between Commutative Algebra and Representation Theory;2015;154866.0;University of Wisconsin-Madison;537151218;WI
1500076;UNS: New Approaches to Catalyst Screening and Development;2015;573522.0;University of Nebraska-Lincoln;685031435;NE
1500077;SaTC-EDU: EAGER: Education Initiative TECH MeD: Transdisciplinary Education for Critical Hacks of Medical Devices;2015;270019.0;Texas Christian University;761290001;TX
1500083;SaTC-EDU: EAGER: Broadening Cyber Security Education Beyond Computing - Educating Everyone to Safeguard Our Online Lives;2015;300000.0;Georgia Tech Research Corporation;303320420;GA
1500084;SaTC-EDU: EAGER: Big Data and Security: Educating the Next-Generation Security Analysts;2015;300000.0;Georgia Tech Research Corporation;303320420;GA
1500086;RAPID: Measuring the Intent of Leaders through Censorship Behavior;2015;200000.0;Harvard University;021385366;MA
1500089;SaTC-EDU: EAGER: Cybersecurity education for public policy;2015;300000.0;Stanford University;943041212;CA
1500091;Workshop: Responsible Disposal of Flame Retarded Foam and Plastic: Developing the Basic Science for Improved Separation and Destruction; VA Tech Center,Arlington,VA, June 2015;2015;86544.0;University of California-Berkeley;947045940;CA
1500092;Documentation of Gutob, An Endangered Munda Language of India;2015;197115.0;Living Tongues Institute for Endangered Languages;973021902;OR
1500095;PFI:AIR - TT: Prototyping Untrusted-Device Quantum Cryptography;2015;211924.0;University of Michigan Ann Arbor;481091274;MI
1500097;PFI:AIR - TT: Improving Performance and Reducing Costs for Phased Array Weather Radar;2015;199394.0;University of Massachusetts Amherst;010359450;MA
1500098;Harmonic Analysis of Waves and Eigenfunctions;2015;193882.0;University of Washington;981950001;WA
1500099;Collaborative Research: GOALI - Non-Equilibrium Processes, Stability, Design and Control of Pulsed Plasmas for Materials Processing;2015;290000.0;University of California-Los Angeles;900951406;CA
1500101;SaTC-EDU: EAGER: Peer Instruction for Cybersecurity Education;2015;300000.0;University of New Orleans;701480001;LA
1500106;Derivation of mean-field equations and dynamics of coherent structures in nonlinear dispersive PDE;2015;118160.0;Brown University;029129002;RI
1500121;Sparse Discrete Structures;2015;190000.0;University of Illinois at Urbana-Champaign;618207473;IL
1500123;PFI:AIR - TT: A Novel Vector Acoustic Communication Technology for High Speed Underwater Modems;2015;199985.0;New Jersey Institute of Technology;071021982;NJ
1500124;PFI: AIR-TT: Prototype Scale-up for Traumatic Pelvic and Abdominal Injury Decision Support System (DSS);2015;228940.0;University of Michigan Ann Arbor;481091274;MI
1500126;Collaborative Research: GOALI - Non-Equilibrium Processes, Stability, Design and Control of Pulsed Plasmas for Materials Processing;2015;15000.0;University of Michigan Ann Arbor;481091274;MI
1500135;Unraveling the Unique Properties of Transient Discharges in Bubbles and Liquid Water;2015;342000.0;University of Minnesota-Twin Cities;554552070;MN
1500138;Bridge to the Doctorate: Wisconsin Louis Stokes Alliance for Minority Participation;2015;987000.0;University of Wisconsin-Madison;537151218;WI
1500141;Asymptotics in Integrable Systems, Random Matrices and Random Processes, and Universality;2015;30000.0;University of Michigan Ann Arbor;481091274;MI
1500142;Geometric and Analytic Problems on Real Hypersurfaces;2015;202915.0;University of Michigan Ann Arbor;481091274;MI
1500151;Houston Summer School on Dynamical Systems;2015;49600.0;University of Houston;772042015;TX
1500153;Geometric Ramsey Theory and Incidence Geometry;2015;179513.0;University of Illinois at Chicago;606124305;IL
1500157;EL-STEC: Shared Task Evaluation Campaigns with Endangered Language Data;2015;49997.0;University of Washington;981950001;WA
1500159;Dynamical System Approach in Partial Differential Equations;2015;100525.0;Lehigh University;180153005;PA
1500162;Topics in Harmonic Analysis;2015;280000.0;University of Wisconsin-Madison;537151218;WI
1500166;PFI:AIR - TT: Lidar Technologies for Remote Underwater Mapping;2015;221726.0;University of Colorado at Boulder;803031058;CO
1500169;Detecting the Signature of Permafrost Thaw in Arctic Rivers;2014;435075.0;Florida State University;323064166;FL
1500170;Enabling High-Speed Communication over Turbulent Free-Space Optical Links by Employing Spectral-Spatial Schemes;2015;359917.0;University of Arizona;857194824;AZ
1500173;EAGER: Rapid, Efficient Implementation of Irregular Applications on SIMD Many-Core Platforms;2015;268316.0;Washington University;631304862;MO
1500174;Collaborative Research: Algebra and Algorithms, Structure and Complexity Theory;2015;103519.0;Vanderbilt University;372350002;TN
1500178;PFI:AIR - TT: High-Reliability Robot Grasping for Per-Item Distribution;2015;200000.0;Harvard University;021385366;MA
1500180;Asymptotic Methods in Geometric Group Theory;2015;293573.0;Vanderbilt University;372350002;TN
1500184;Non-Archimedean Geometry and its Applications;2015;49850.0;University of Michigan Ann Arbor;481091274;MI
1500186;DDRIG: Expanding Phonological Typology through Kaco' Sound Patterns;2015;14500.0;CUNY Graduate School University Center;100164309;NY
1500187;Development and Testing of a Global Quasi-3-D Multi-scale Modeling Framework;2016;656746.0;Colorado State University;805232002;CO
1500194;PFI:AIR - TT: Pulsed Shaped Magnetic Fields to Focus Therapy to Deep Tissue Targets;2015;200000.0;University of Maryland College Park;207425141;MD
1500195;PFI:AIR-TT: Video Collaboratory: A Platform for Active Viewing and Collaboration with Video Data;2015;216444.0;University of North Carolina at Charlotte;282230001;NC
1500204;PFI:AIR - TT:  Ultra-fast electro-optical switching of nematic liquid crystals;2015;202198.0;Kent State University;442420001;OH
1500205;PFI:AIR - TT: Design Optimization on the Cloud;2015;197508.0;University of Wisconsin-Madison;537151218;WI
1500208;PFI:AIR - TT: Prototyping a Smart Battery Gauge Technology for Stationary Energy Storage of Renewable Energy Resources;2015;202189.0;North Carolina State University;276957514;NC
1500216;Collaborative Research: Algebra and Algorithms, Structure and Complexity Theory;2015;67889.0;University of South Carolina at Columbia;292080001;SC
1500217;Radical Chemistry on Cloud and Aerosol Surfaces;2014;269915.0;University of Nebraska-Lincoln;685031435;NE
1500218;Collaborative Research: Algebra and Algorithms, Structure and Complexity Theory;2015;106881.0;Iowa State University;500112207;IA
1500219;Extremal graph theory, graph limits, and algebraic invariants;2015;151604.0;Massachusetts Institute of Technology;021394301;MA
1500220;COLLBORATIVE RESEARCH: CREATING AN AUDIO-VISUAL CORPUS OF SCOTTISH GAIDHLIG TO PRESERVE AND INVESTIGATE LINGUISTIC DIVERSITY;2015;166982.0;University of Arizona;857194824;AZ
1500222;PFI:AIR - TT: BaTiO3 Photonic Crystal Electro-optic Devices for 50 GHz Applications;2015;200000.0;Northwestern University;602013149;IL
1500224;Dust Transport in Convectively Stratified Atmospheric Boundary Layer;2015;224461.0;University of Texas at Dallas;750803021;TX
1500234;PFI:AIR - TT:  Design of functionally-tested, genomics-informed personalized cancer therapy drug treatment plans;2015;200273.0;Texas Tech University;794091035;TX
1500235;Collaborative Research: Algebra and Algorithms, Structure and Complexity Theory;2015;39486.0;University of Hawaii;968222234;HI
1500236;PFI:AIR - TT: Developing an Engineering Prototype for Ultra-Low-Cost Blood Coagulation Diagnostics Using Paper-based Microfluidics;2015;200000.0;University of Cincinnati Main Campus;452210222;OH
1500237;Topics in Number Theory;2015;246312.0;Stanford University;943041212;CA
1500238;Collaborative Research: Heating the Solar Chromosphere Through Plasma Turbulence;2015;79950.0;NorthWest Research Associates, Incorporated;980525164;WA
1500240;PFI:AIR - TT: Motionless MSM Micro-Pump;2015;217575.0;Boise State University;837250001;ID
1500242;PFI:AIR - TT: Biomimetic Composite for Segmental Bone Regeneration;2015;200000.0;University of South Carolina at Columbia;292080001;SC
1500246;PFI:AIR - TT:  Commercializing an Intelligent Tutor for eLearning in Mathematics;2015;199944.0;University of Massachusetts Amherst;010359450;MA
1500249;PFI:AIR - TT: Low Cost High Resolution 3D Scanning Technologies for 3D Printing;2015;215249.0;Brown University;029129002;RI
1500253;PFI:AIR - TT: Developing low-cost nanowire sensors based on a seed-mediated solution process;2015;209060.0;Wayne State University;482023622;MI
1500254;Collaborative Research: Algebra and Algorithms, Structure and Complexity Theory;2015;144199.0;University of Colorado at Boulder;803031058;CO
1500256;PFI:AIR - TT: Low cost method for harvesting algal biomass from dilute cultures;2015;199997.0;University of Toledo;436063390;OH
1500261;PFI:AIR - TT:  Development of Tools and Methods for Extended Maturity Analysis of Concrete;2015;200000.0;Cornell University;148502820;NY
1500262;Iterated Fourier Series and Integrals;2015;160752.0;Cornell University;148502820;NY
1500264;Local Cohomology and Related Questions;2015;120000.0;University of Minnesota-Twin Cities;554552070;MN
1500267;EAGER: Collaborative Research: Conceptualizing sustained environmental information management in the landscape of current and emerging eco-informatics infrastructure;2015;17003.0;Arizona State University;852816011;AZ
1500271;PFI:AIR - TT: High-Rate High-Powered Pulsed Magnetron Sputtering (HPPMS) Prototype Development;2015;222000.0;University of Illinois at Urbana-Champaign;618207473;IL
1500273;PFI:AIR - TT: High yield production of furans from biomass hydrolysates using a hybrid enzyme- and chemo-catalytic technology;2015;237900.0;University of Toledo;436063390;OH
1500275;New Strategy for Encapsulating Integral Membrane Proteins;2015;420000.0;University of California-Davis;956186134;CA
1500284;California LSAMP Bridge to the Doctorate Program at the University of California-Irvine (2015-2017);2015;987000.0;University of California-Irvine;926173213;CA
1500285;Developing the multilayer multiconfiguration time-dependent Hartree theory;2014;420000.0;University of Colorado at Denver-Downtown Campus;800452571;CO
1500286;Operationalization of Visualization via Deconstruction;2015;249868.0;North Carolina State University;276957514;NC
1500292;PFI:AIR - TT: Robust Multimaterial Chalcogenide Infrared Optical Fibers;2015;200000.0;University of Central Florida;328168005;FL
1500293;PFI:AIR - TT: A Hybrid Metal/Glass Composite System for Multihazard Resilient Bridge Columns;2015;200000.0;University of Connecticut;062691133;CT
1500297;Conferences in Formal Power Series and Algebraic Combinatorics, 2015 and 2016;2015;54896.0;Dartmouth College;037551404;NH
1500302;Conference on Complex Analysis and Geometry;2015;23335.0;University of Wisconsin-Madison;537151218;WI
1500306;EAGER: Collaborative Research: Conceptualizing sustained environmental information management in the landscape of current and emerging eco-informatics infrastructure;2015;139682.0;University of Wisconsin-Madison;537151218;WI
1500309;Collaborative Research: Understanding and Reducing Student Resistance as a Barrier to Faculty Change;2014;163609.0;University of Texas at Austin;787121532;TX
1500310;Women Achieving Tenure-Track Success: Strategies to Enable Community-based Retention;2015;749779.0;University of Washington;981950001;WA
1500314;PFI:AIR - TT: Highly Sensitive Eye-safe Flash LiDARs based on Nanoinjection Detectors;2015;226831.0;Northwestern University;602013149;IL
1500316;Selmer Groups, Euler Systems, and Rational Points on Curves;2015;169999.0;University of California-Irvine;926173213;CA
1500317;Cohort 12: JSU Bridge to the Doctorate;2015;987000.0;Jackson State University;392170002;MS
1500320;2015-2017 LSAMP Bridge to the Doctorate: Tennessee LSAMP Bridge to the Doctorate Program at Vanderbilt University;2015;987000.0;Tennessee State University;372091561;TN
1500334;Moduli Spaces in Algebraic Geometry;2015;252001.0;Stanford University;943041212;CA
1500343;Connectivity and Structure in Representable Matroids;2015;184686.0;Louisiana State University & Agricultural and Mechanical College;708032701;LA
1500361;Workshop on Analysis and Geometry in Several Complex Variables;2014;48400.0;Texas A&M University Main Campus;778454375;TX
1500363;Collaborative Research: Plasma Physics At Small Coulomb Logarithms;2015;15000.0;New Mexico Consortium;875442587;NM
1500365;EAGER: Systematic and Scalable Testing of Concurrent Software in the Cloud;2015;65559.0;Western Michigan University;490085200;MI
1500367;Solidification Cracking in Welds of Aluminum Alloys;2015;309243.0;University of Wisconsin-Madison;537151218;WI
1500368;Illinois LSAMP Bridge to the Doctorate at the University of Illinois at Chicago (2015-2017);2015;987000.0;Chicago State University;606281598;IL
1500375;CyberWatch West: Securing the Cyber West;2015;2202387.0;Whatcom Community College;982269050;WA
1500376;Collaborative Research: Plasma Physics At Small Coulomb Logarithms;2015;260000.0;Brigham Young University;846021231;UT
1500377;UNS: Multi-scale Simulations of Branched Thread-like Micelles;2015;320548.0;University of Michigan Ann Arbor;481091274;MI
1500381;Methods and Applications for Bilinear Operators;2015;115463.0;Kansas State University;665061103;KS
1500382;Geometry of Sets and Measures;2015;79496.0;University of Connecticut;062691133;CT
1500386;Quantum Diffusion in Fluctuating Media;2015;120000.0;Michigan State University;488242600;MI
1500387;Classifying subfactors and fusion categories;2015;144773.0;University of California-Los Angeles;900951406;CA
1500389;Ergodic Theory of Nonamenable Group Actions;2015;245851.0;University of Texas at Austin;787121532;TX
1500400;The Linearized Monge-Ampere Equation and Applications in Nonlinear, Geometric Partial Differential Equations;2015;100000.0;Indiana University;474013654;IN
1500423;Turbulence Dynamics in the Presence of Flow Shear in a Collisional Plasma: Experiment-Model Cross-Validation;2015;200000.0;University of New Mexico;871310001;NM
1500424;Critical Nonlinear Dispersive Equations;2015;112228.0;Johns Hopkins University;212182608;MD
1500427;Collaborative Research: Experimental and Theoretical Study of the Plasma Physics of Antihydrogen Generation and Trapping;2015;228000.0;University of North Texas;762035017;TX
1500438;Regularity Problems in the Calculus of Variations and Elliptic Partial Differential Equations;2015;149761.0;Columbia University;100276902;NY
1500439;Collaborative Research: Heating the Solar Chromosphere Through Plasma Turbulence;2015;260000.0;Trustees of Boston University;022151300;MA
1500440;Potential Theory of Functions of Bounded Variation and Quasiconformal Maps;2015;185525.0;University of Cincinnati Main Campus;452210222;OH
1500448;Doctoral Dissertation Research: Testing for Ecological Speciation with Phylogeographic Data;2015;16226.0;CUNY Graduate School University Center;100164309;NY
1500449;Endpoint Behavior of Modulation Invariant Singular Integrals;2015;151237.0;Brown University;029129002;RI
1500454;Modern Aspects of Complex Geometry;2015;49935.0;University of Cincinnati Main Campus;452210222;OH
1500455;2015-2017 SUNY LSAMP Bridge to the Doctorate at Binghamton University;2015;987000.0;SUNY at Stony Brook;117940001;NY
1500460;Particle Acceleration During Collisionless Magnetic Reconnection;2015;270000.0;University of Maryland College Park;207425141;MD
1500461;Decouplings and applications;2015;147755.0;Indiana University;474013654;IN
1500468;Quantitative and Qualitative properties of solutions of partial differential equations;2015;128916.0;Johns Hopkins University;212182608;MD
1500470;Collaborative Research: Experimental and Theoretical Study of the Plasma Physics of Antihydrogen Generation and Trapping;2015;15000.0;Purdue University;479072114;IN
1500481;Career Advancement for Women Through Research-Focused Networks;2015;749984.0;Association For Women in Mathematics;220306078;VA
1500484;2015-2017 Louis Stokes Louisiana Bridge to the Doctorate -  LSU BD-7: 2015 Cohort LA-BRIDGE;2015;987000.0;Louisiana Board of Regents;708025243;LA
1500487;CAREER:  Parallel Dynamic Meshing Techniques for Simulation-Assisted Medical Interventions;2014;276572.0;University of Kansas Center for Research Inc;660457568;KS
1500492;Human and Animal Relations in Southwest Alaska: Continuity and Change;2016;214315.0;Calista Education and Culture, Inc.;995037177;AK
1500508;Applications of Non-Commutative Geometry;2015;84906.0;Pennsylvania State Univ University Park;168027000;PA
1500509;Applications of Harmonic Analysis to Function Theory and Operator Theory;2015;116697.0;Georgia Tech Research Corporation;303320420;GA
1500511;LSAMP Bridge to the Doctorate at UMBC (2015-2017);2015;987000.0;University of Maryland Baltimore County;212500002;MD
1500513;Texas A&M University System Louis Stokes Alliance for Minority Participation (TAMUS LSAMP) Bridge to the Doctorate (BTD) Cohort XI (2015 - 2017) Program;2015;987000.0;Texas A&M Engineering Experiment Station;778454645;TX
1500517;Applied Inverse Problems 2014 Conference Finland;2015;30000.0;University of Washington;981950001;WA
1500518;Plasma-Surface Interactions During In-Situ Photo-Assisted Etching;2015;289999.0;University of Houston;772042015;TX
1500519;North Carolina LSAMP Bridge to the Doctorate Program at NCA&T (2015-2017);2015;986982.0;North Carolina Agricultural & Technical State University;274110001;NC
1500525;Studies in Moduli Theory and Birational Geometry;2015;231850.0;Brown University;029129002;RI
1500529;Mutual Mentoring to Reduce Isolation in Physics;2015;742648.0;American Association of Physics Teachers;207403845;MD
1500535;DISSERTATION RESEARCH: Reassessing the role of the Great American Biotic Interchange in the evolution of the raccoon family;2015;16549.0;George Mason University;220304422;VA
1500538;Collaborative Research: Experimental and Theoretical Study of the Plasma Physics of Antihydrogen Generation and Trapping;2015;15000.0;University of California-Berkeley;947045940;CA
1500545;Metrics, Measures, and Identities on Moduli Spaces;2015;118656.0;Boston College;024673800;MA
1500562;Automorphic Forms on Higher Rank and Kac-Moody Groups;2015;75000.0;Rutgers University New Brunswick;088543925;NJ
1500572;EAGER: Collaborative Research: Conceptualizing sustained environmental information management in the landscape of current and emerging eco-informatics infrastructure;2015;17158.0;University of California-Santa Barbara;931062050;CA
1500573;Northwest Engineering and Vehicle Technology Exchange;2015;199873.0;Central Oregon Community College;977015933;OR
1500575;Dynamical systems on nilmanifolds, ultrafilters, and polynomial multiple correlation sequences;2015;157933.0;Ohio State University;432101016;OH
1500579;2015-2017 FGLSAMP Bridge to Doctorate at Florida International University;2015;987000.0;Florida Agricultural and Mechanical University;323073200;FL
1500593;Amenabilty, soficity, dynamics, and operator algebras;2015;119998.0;Texas A&M University Main Campus;778454375;TX
1500595;Collaborative Research: Contributions of Endangered Language Data for Advances in Technology-enhanced Speech Annotation;2015;235770.0;Gettysburg College;173251483;PA
1500601;Gromov-Witten theory under extremal transitions and birational transformations;2015;162000.0;University of Utah;841128930;UT
1500604;Engaging Male Colleagues as Advocates and Allies for the Advancement of Women Faculty;2015;690638.0;North Dakota State University Fargo;581086050;ND
1500605;Karuk (kyh) Archives and Accessibility Project;2015;102555.0;Karuk Tribe;960391016;CA
1500607;KUMU PDE Conference Proposal;2015;15500.0;University of Kansas Center for Research Inc;660457568;KS
1500613;Questions on Local Cohomology and Tight Closure Theory;2015;219999.0;University of Utah;841128930;UT
1500615;Model Theory and Ergodic Theorems;2015;170356.0;University of Texas at San Antonio;782491644;TX
1500620;COLLBORATIVE RESEARCH: CREATING AN AUDIO-VISUAL CORPUS OF SCOTTISH GAIDHLIG TO PRESERVE AND INVESTIGATE LINGUISTIC DIVERSITY;2015;41288.0;Board of Regents, NSHE, obo University of Nevada, Reno;895570001;NV
1500630;Continuation of Full-Scale Three Dimensional Numerical Experiments of High-Intensity Particle and Laser Beam Matter Interactions;2015;440000.0;University of California-Los Angeles;900951406;CA
1500644;Representations of Real Lie Groups, Symmetry Breaking, and Automorphic Forms;2015;197570.0;Cornell University;148502820;NY
1500646;Scattering theory on singular spaces;2015;156916.0;Texas A&M University Main Campus;778454375;TX
1500647;Geometry and Topology of the Heisenberg Groups;2015;265084.0;University of Pittsburgh;152132303;PA
1500652;The Boot Camp for the 2015 Algebraic Geometry Summer Research Institute;2015;49900.0;University of Georgia Research Foundation Inc;306021589;GA
1500654;DISSERTATION RESEARCH: Identifying the pollen tube chemoattractant regulating gamete recognition in the wild tomato clade (Solanum sect. Lycopersicon);2015;20129.0;Indiana University;474013654;IN
1500659;Testing the Community Partnership Model through Lokono Language Documentation;2015;115228.0;University of Oklahoma Norman Campus;730199705;OK
1500662;2015 Rocky Mountain-Great Plains Graduate Research Workshop in Combinatorics;2015;23408.0;Iowa State University;500112207;IA
1500670;Dynamics with a combinatorial flavor;2015;120000.0;Northwestern University;602013149;IL
1500671;Applications of Model Theory to Extremal Combinatorics and Compactifications of G-spaces;2015;180000.0;University of Notre Dame;465565708;IN
1500674;Documenting Warm Springs Ichishkiin, an endangered language of Oregon;2016;264822.0;University of Oregon Eugene;974035219;OR
1500675;Completeness problems, Carleson measures, and spaces of analytic functions;2015;16078.0;Baylor University;767987360;TX
1500677;Dynamics on homogeneous spaces and Moduli spaces;2015;129494.0;University of Texas at Austin;787121532;TX
1500685;Topics in Symbolic Dynamics;2015;161416.0;University of Denver;802104711;CO
1500691;Algebraic combinatorics: symmetric orbit closures and Schubert calculus;2015;220428.0;University of Illinois at Urbana-Champaign;618207473;IL
1500692;Workshop on partial differential equations and several complex variables;2015;40600.0;Temple University;191405104;PA
1500694;Doctoral Dissertation Research: A Descriptive Grammar of Hakhun Tangsa;2015;17377.0;University of Oregon Eugene;974035219;OR
1500695;RAPID: Documenting Endangered Languages Outreach Video Series;2015;49469.0;University of Oklahoma Norman Campus;730199705;OK
1500696;Long-Term Dynamics of Nonlinear Evolution Partial Differential Equations;2015;250000.0;University of Chicago;606375418;IL
1500699;On structures of large graphs;2015;129999.0;Louisiana State University & Agricultural and Mechanical College;708032701;LA
1500702;Measure rigidity in Teichmuller space and beyond;2015;250000.0;University of Chicago;606375418;IL
1500703;Inverse Problems and Spectral Theory for Elliptic Operators;2015;129661.0;University of California-Irvine;926173213;CA
1500704;Problems in Operator Theory;2015;99855.0;University of New Mexico;871310001;NM
1500707;Harmonic Analysis Challenges in Nonlinear Dispersive Partial Differential Equations;2015;194366.0;University of California-Los Angeles;900951406;CA
1500710;The 29th Automorphic Forms Workshop;2015;19220.0;University of Michigan Ann Arbor;481091274;MI
1500713;EAGER-DynamicData: Judicious Censoring, Random Sketching, and Efficient Validate for Learning Patterns from Dynamically-Changing and Large-Scale Data Sets;2015;300000.0;University of Minnesota-Twin Cities;554552070;MN
1500714;Documenting Linguistic Structure and Language Change in Yawarana;2015;299998.0;University of Oregon Eugene;974035219;OR
1500720;Documentation and Child Learners: A Workshop to Examine the Broader Impacts of Endangered Language Documentation;2015;60000.0;Education Development Center;024538313;MA
1500724;Committee on Geological and Geotechnical Engineering and its Activities;2015;385000.0;National Academy of Sciences;200012721;DC
1500730;Doctoral Dissertation Research: Acquisition of Complex Chickasaw Linguistic Constructions in an Endangered Language Context;2015;17216.0;University of Oklahoma Norman Campus;730199705;OK
1500738;Collaborative Research: Contributions of Endangered Language Data for Advances in Technology-enhanced Speech Annotation;2015;253505.0;SRI International;940253493;CA
1500743;Arithmetic on Shimura Varieties and Applications;2015;239998.0;University of Wisconsin-Madison;537151218;WI
1500750;Dynamical Developments: A Conference in Complex Dynamics and Teichmuller Theory;2015;49950.0;University of Michigan Ann Arbor;481091274;MI
1500751;Typological and historical discovery through language documentation of Walman, Srenge, Aro, and Eho, four critically endangered languages;2015;299570.0;SUNY at Buffalo;142282567;NY
1500753;Software for enriching endangered language-annotated databases with crowd-sourced linguistic and cultural input;2015;328803.0;University of Kentucky Research Foundation;405260001;KY
1500759;Langlands Reciprocity and Automorphic Forms;2015;270000.0;Purdue University;479072114;IN
1500761;DISSERTATION RESEARCH: The Genomic Nature of Adaptation in Anolis lizards;2015;19955.0;University of Rochester;146270140;NY
1500771;Free boundaries and extremal inequalities;2015;124812.0;Massachusetts Institute of Technology;021394301;MA
1500774;Connecting New Systematic Biologists Across Borders: A Workshop in Model-Based Phylogenetics at Evolution 2015;2015;47608.0;University of Colorado at Boulder;803031058;CO
1500779;Linguistic and ethnographic sound recordings from early twentieth-century California: Optical scanning, digitization, and access;2015;200000.0;University of California-Berkeley;947045940;CA
1500790;Combinatorial set theory;2015;117213.0;Carnegie-Mellon University;152133815;PA
1500796;Sixth Symposium on Analysis and Partial Differential Equations;2015;35000.0;Purdue University;479072114;IN
1500798;Dissertation Research: Origin of the modern avian locomotor system across a neglected evolutionary interval: insight from new methods and new fossils;2015;21203.0;Yale University;065208327;CT
1500800;DISSERTATION RESEARCH: Innovation and constraint: the evolution of power-amplified feeding in syngnathiform fishes;2015;20290.0;University of California-Davis;956186134;CA
1500802;Doctoral Dissertation Research:  Yazgulyami Syllable Structure [yah];2015;17993.0;University of California-San Diego;920930621;CA
1500806;Noncommutative Geometry and Elliptic Special Functions;2015;136143.0;California Institute of Technology;911250600;CA
1500811;Doctoral Dissertation Research: Using Ethnographic Methods to Document the Garifuna Language;2015;15119.0;University of Virginia Main Campus;229044195;VA
1500812;Qualitative Properties of Eigenfunctions for some Selfadjoint and Non-selfadjoint partial differential equations;2015;120000.0;University of North Carolina at Chapel Hill;275991350;NC
1500815;EAGER: Rapid Screening and Identification of Organisms which Hyper-Accumulate Metals;2015;212000.0;University of Idaho;838443020;ID
1500817;Elliptic Boundary Problems and Evolution Equations in Partial Differential Equations;2015;180000.0;University of North Carolina at Chapel Hill;275991350;NC
1500818;Reduced Order Modeling for Gravitational Waves;2014;258942.0;University of California-San Diego;920930621;CA
1500820;Conference on Algebraic, Enumerative and Topological Combinatorics;2015;24500.0;Washington University;631304862;MO
1500821;Laplacian growth, Schwarz reflection, and random normal matrices;2015;246198.0;California Institute of Technology;911250600;CA
1500823;K-theory of operator algebras and invariants of elliptic operators;2015;120000.0;Texas A&M University Main Campus;778454375;TX
1500824;Multi-disciplinary Conference Investigating Tlingit Indigenous Place Names, Language and History;2015;50000.0;Tlingit Readers, Inc.;998010000;AK
1500829;Nonlinear partial differential equations and continuum limits for large discrete sorting problems;2015;76362.0;University of California-Berkeley;947045940;CA
1500832;Multivariate Hypergeometric Functions: Combinatorics and Algebra;2015;150000.0;Texas A&M University Main Campus;778454375;TX
1500834;Algebraic, Combinatorial, and Analytic Applications of Symmetric Functions;2015;130000.0;University of Pennsylvania;191046205;PA
1500835;Operator Theory Arising from Systems Engineering;2015;218137.0;University of California-San Diego;920930621;CA
1500837;DISSERTATION RESEARCH: Between a tree and a dry place - How competition and drought tolerance constrain tree geographic ranges;2015;16297.0;University of Washington;981950001;WA
1500838;Combinatorics, Representations, and Catalan Theory;2015;180001.0;University of California-San Diego;920930621;CA
1500841;CoLang 2016:  Institute on Collaborative Language Research - ALASKA;2015;299900.0;University of Alaska Fairbanks Campus;997757880;AK
1500848;SHF: Medium: ASKS - Architecture Support for darK Silicon;2014;920428.0;University of California-Santa Barbara;931062050;CA
1500850;Conformal invariance and the renormalization group in some critical systems;2015;239310.0;University of Arizona;857194824;AZ
1500851;Understanding Evidentiality and other grammatical phenomena through the expanded Documentation of Hupa;2015;256556.0;University of California-Davis;956186134;CA
1500852;Semiclassical Analysis;2015;249997.0;University of California-Berkeley;947045940;CA
1500856;RUI: Extremal Combinatorics of Patterns, Correlation, and Structure;2015;150000.0;The University Corporation, Northridge;913308309;CA
1500868;p-adic Methods in Number Theory;2015;40000.0;Georgia Tech Research Corporation;303320420;GA
1500871;Analytical and geometrical properties of non linear diffusion equations;2015;228270.0;University of Texas at Austin;787121532;TX
1500875;Moduli Spaces of Holomorphic Curves: Properties and Applications;2015;214000.0;SUNY at Stony Brook;117940001;NY
1500881;The Geometry of Measures and Regularity of Associated Operators;2015;78639.0;Kent State University;442420001;OH
